title,release,gf_score,metascore,genre,description,cover_art_url
Area 51,1996-11-26,3.19,,Action » Shooter » Light Gun,"As a soldier in the elite S.T.A.A.R forces, your assignment is to penetrate alien forces at Area 51, and eliminate the threat of the deadly alien infection that has spread throughout the base. The fate of humanity hangs in the balance.","https://images-na.ssl-images-amazon.com/images/I/51RVI8f2tAL._SX346_BO1,204,203,200_.jpg"
Shadow Man,1999-09-30,3.19,,Action Adventure » Survival,"A possessed man is coming, stalking criminals in tenements and deserts, subways and swamps, spirit world and real world. A dead man is coming, skull in one hand, Violator in the other...a voodoo mask in his chest and lines of power in his back. Shadow Man is coming. Trailing evil from Liveside to Deadside. To stop an Apocalyse. To save your soul.",https://images-na.ssl-images-amazon.com/images/I/81xtmVJ8hLL._SX342_.gif
Shadow Madness,1999-04-01,3.19,,Role-Playing » Japanese-Style,"The fantastic world of Arkose is under siege. Chaos reigns as a mysterious plague, known as ""Shadow Madness"", ravages the land. With no known cure, it strikes without warning, leaving behind vile creatures and piles of dust where its victims once stood. As the one hope to this doomed land, you must stop this scourge before it stops you.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Shadow_Madness.jpg/256px-Shadow_Madness.jpg
Blaze & Blade: Eternal Quest,1999-06-01,3.19,,Role-Playing » Action RPG,"Enter the Land of Foresia, where you can join in the adventures of four heroes who travel the land in search of fame and treasure. Discover Foresia's intricate landscape filled with dangerous monsters and secret locations. Walk perilous paths into dark dungeons. Prepare for the unknown...",https://www.mobygames.com/images/covers/l/120642-blaze-blade-eternal-quest-playstation-front-cover.jpg
Disney's Aladdin in Nasira's Revenge,2001-03-15,3.14,61,Action » Platformer » 3D,"Aladdin is about to face his biggest adventure yet. He's got to dart through the marketplace of Agrabah; break his way through the Palace; escape imprisonment in the dungeon; journey through an oasis; survive the fiery Cave of Wonders; rescue Jasmine from booby traps in the Pyramids; save the Sultan from the grasp of evil in the Ancient City; and battle Nasira in her secret lair, And Jafar is never far away...",https://images-na.ssl-images-amazon.com/images/I/81PEcfx8unL._SX342_.gif
Blasto,1998-03-31,3.13,,Action » Shooter » Third-Person » Arcade,"He's slighly warped, but you would be too if you had to constantly slug it out with slimy alien things! Charge up your Blast-O-Matic, strap on your rocket pack and prepare for a galaxy-spanning, action-packed adventure! Enormous, free-roaming, fully interactive 3D animated worlds! Phil Hartman as the voice of Blasto! Run, fly, jump, climb, shoot, swim - even ride a big blue alien chicken! Action, adventure, beautiful Blasto babes, absurd humor and alien-shooting mayhem! What more could you want?!",https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Blasto_Coverart.png/220px-Blasto_Coverart.png
Star Wars: Rebel Assault II - The Hidden Empire,1996-11-30,3.12,,Action » Shooter » Rail,"A LONG TIME AGO IN A GALAXY FAR, FAR AWAY... This completely original chapter in the Star Wars saga offers breakthrough technology in graphics and an entirely new storyline. Experience the most exhilarating and interactive space combat in this or any galaxy.",https://images-na.ssl-images-amazon.com/images/I/71jbWiFxabL._SX342_.gif
Disney/Pixar A Bug's Life,1998-10-31,3.12,,Action » Platformer » 3D,"Based on the animated film, A Bug's Life is an epic game of miniature proportions. The story follows the exciting adventures of a misfit ant named Flik as he tries to save his colony from a greedy gang of grasshoppers led by Hopper. As Flik, you travel through fully interactive 3D environments brought to life with cinematic quality animation, smooth controls, and challenging puzzles. Get ready for a bug's-eye-view in an incredible and fast-paced adventure.",https://images-na.ssl-images-amazon.com/images/I/91lyVlynKuL.jpg
SimCity 2000,1996-07-09,3.11,,Strategy » Management » Government,"SimCity 2000 puts an entire city in the palm of your hand. SimCity 2000 lets you create, build, and run a city of your own. Take on the role as a mayor and call the shots for the entire city. You'll have to keep up on the housing, industries, mass transportation, and commerce to attract potential citizens. And just when you think you have it under control, a natural disaster or alien invasion may occur to set you back. However, if you can conquer all of these problems, you just might be able to turn a small town into a thriving metropolis.",https://data1.origin.com/content/dam/originx/web/app/games/simcity/simcity-2000/screenshots/simcity-2000/71104_screenhi_930x524_en_US_03_%5E_2014-04-01-11-01-29_022a25524844d63bf878aba4d293ff2915f67195.jpg
Duke Nukem: Land of the Babes,2000-09-19,3.11,37,Action Adventure » Linear,"In the distant Future, vicious aliens rule the Earth. Only bodacious babes survive, enslaved by the hostile alien overlords. The women and the world need a hero. And there is only one man big enough for the job! Duke Nukem is back! And he's ready to score!",https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Duke_Nukem_-_Land_of_the_Babes_Coverart.png/220px-Duke_Nukem_-_Land_of_the_Babes_Coverart.png
OverBlood,1997-05-22,3.11,,Action Adventure » Survival,"EVIL IS IN YOUR BLOOD You wake up from a cryogenic sleep with no memory. Stumbling through an underground base, you discover that an evil virus courses through your veins. You must find an antidote...and soon. With help from a friendly robot and a mysterious woman, you must battle infected clones and uncover the secrets of the base. Survival is only half the battle--to prevail, you must defeat the mysterious scientist who controls your destiny.",https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/OverBlood_2_cover.jpg/220px-OverBlood_2_cover.jpg
Fade to Black,1996-06-24,3.09,,Action Adventure » Linear,"The year is 2190. As Conrad, the hero from Flashback: The Quest for Identity, you awaken from a long cryogenic sleep only to find the aliens you thought you had defeated 50 years ago now threaten to esnlave the human race. This gut-wrenching action-adventure drops you into a vast 3D labyrinth with unimaginative challenges at every step. Extensive player-controlled animations bring the horror to life, and the shifting cinematic camera angles create a variable perspective to help you elude the array of alien traps. Fifty years ago you thought you had them beat. Don't be fooled again!",https://cdn.dribbble.com/users/220131/screenshots/4833158/met_fadetoblack.jpg
Casper,1996-08-31,3.09,,Action Adventure » General,"Use your ghostly skills to solve complex puzzles, find secret passages, hidden clues, and locate the lost pieces of the dimantled Lazarus Macine. Based on the hit movie, including some of the games great 3D animation, hilarious gags and original character voices, CASPER is a challenging adventure for you, your family and your friends! Just remember to choose your friends carefully!",https://images-na.ssl-images-amazon.com/images/I/51Cv41ZF3vL._SY445_.jpg
Street Sk8er,1905-06-21,3.09,,Sports » Individual » Skate / Skateboard,"Grind sick handrails in the street or grab huge air in the pipe.Real ActionOver 200 moves and trick combinations - Half Pipe, Bowl, Big Air, and Street EventsReal BoardsOriginal deck graphics from Powell SkateboardsReal BandsSlammin' soundtrack features Less Than Jake, Plastilina Mosh, Weston, H20, All, Straight Faced, The Pietasters, IAgainst I, and Gas Huffer",https://upload.wikimedia.org/wikipedia/en/d/d3/Street_Skater.jpg
Cool Boarders,1997-01-15,3.09,,Sports » Individual » Ski / Snowboard,Unbelievable next generation graphics and awesome control deliver the ultimate snowboarding experience - 5 DARING DOWNHILL COURSES. Carve and Shred in 3-D texture mapped alpine tracks that require the highest levels of skill and intensity.,https://images-na.ssl-images-amazon.com/images/I/81b2bEEU58L._SX342_.jpg
SpongeBob SquarePants: SuperSponge,2001-09-21,3.08,,Action » Platformer » 2D,"SpongeBob wants to give his Friend Patrick Star autographs from their favorite Superheroes, Mermaid Man and Barnaccle Boy. But first, SpongeBob must succeed at some increasingly zany challenges. See if SpongeBob can fulfill the Superheroes' requests to win their autographs!",https://images-na.ssl-images-amazon.com/images/I/61PGHN38A4L._SX342_.jpg
Shin Megami Tensei,2001-05-31,3.08,,Role-Playing » Western-Style,"Shin Megami Tensei is a Role-Playing game, developed and published by Atlus, which was released in Japan in 2001.",https://static-ca.ebgames.ca/images/products/732124/3max.jpg
WWF War Zone,1998-07-14,3.07,,Sports » Individual » Combat » Wrestling,"WWF WARZONE is here for your N64, featuring the top superstars in the World Wrestling Federation! Signature and finishing moves unique to each wrestler. Specialized matches including Steel Cage Match. Four-player action with Tag Team, Tornado, War, and Training Modes! Over 300 motion captured maneuvers. Create and save up to 30 customized wrestlers!",https://images-na.ssl-images-amazon.com/images/I/71M%2B643AfTL._SX342_.jpg
Power Rangers: Lightspeed Rescue,2000-09-26,3.07,,Action » General,"Get ready to save the world Power Rangers style! As a member of the elite Lightspeed Rescue team, players rescue people from monsters, earn awesome power-ups, and even take control of a giant Megazord! Over 20 levels of gameplay inspired by the Power Rangers Lightspeed Rescue TV show. Multiple game modes including Rescue, Battle and Megazord games. Huge boss battles with monsters from the TV show including Diabolico, Magmavore and others!",https://images-na.ssl-images-amazon.com/images/I/41pZ9UmyR8L.jpg
Vampire Hunter D,2000-09-25,3.06,,Action Adventure » Survival,"10,000 years have passed since the final war brought the history of the human race to its end. Since that time, vampires have reigned over the world. But now they are dying as a species--this is their final hour. The humans are regaining their power after many long dark years. However, some vampires remain in the remote region and continue their horrific attacks against humans. Such action has brought about the hiring of bounty hunters to destroy them. Among these hunters, the Dunpeals, half vampires and half human, are considered the finest. In time, people began to talk about a hunter with remarkable skills... That hunter is D... Vampire Hunter D.",https://thumbor.forbes.com/thumbor/960x0/https%3A%2F%2Fblogs-images.forbes.com%2Folliebarder%2Ffiles%2F2016%2F12%2Fvhd_interview1-1200x919.jpg
Space Jam,1996-10-31,3.06,,Sports » Team » Basketball » Arcade,"It's the ultimate pick-up game. Michael Jordan, Bugs Bunny, Porky Pig, Daffy Duck and Lola Bunny vs. a mean team of outlandish alien Monstars! This is intergalactic hoops according to the Big Slam Theory! Extraterrestrial dunks! Anti-gravitational alley-oops! Stellar gameplay! And a bunch of mini-games overstuffed with wacky cartoon mayhem. Earth just wasn't big enough. SPACE JAM!",https://i5.walmartimages.com/asr/cb205672-887b-4a98-a8e9-58043efe7740_1.5a29df2e9cacc80b5ef85eeefe7564fb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
Disney's Lilo & Stitch,2002-06-14,3.06,54,Action » Platformer » 3D,"Disney's new animated Lilo & Stitch surfs onto the PlayStation game console bringing the movie experience right to your home! Join the mismatched pair Lilo, the sassy surfer girl and Stitch, a destructive pint-sized fighting machine on an adventure around the beautiful island of Hawaii.",https://images-na.ssl-images-amazon.com/images/I/61r6g20MRmL._SX342_.jpg
WWF In Your House,1996-10-31,3.05,,Sports » Individual » Combat » Wrestling,"Ten body-slamming, mat-pounding, suplex-serving, ring-wrecking WWF superstars, bringing on the killer-combo, combat carnage you crave! Experience a whole new level of hurt with hardcore super-pin finishing moves. Plus every superstar has his own personal fighting venue! With a houseful of superstar soundbites, WWF in your house is a 10-man wrecking crew... and they've got your address!",https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Inyourhousepsx.jpg/220px-Inyourhousepsx.jpg
Cardinal Syn,1998-06-30,3.05,,Action » Fighting » 3D,"What began as a simple prophecy evolved into bloody war. A board of fantasy warriors in an epic story of a war-torn land. Battle it out with an arsenal of weapons including battle axes, broadswords, crossbows and more! Deadly interactive 3-D environments - dodge fire-pits, flying arrows and spike-lined walls forcing fighters to kill or be killed. 8 main characters with a further 10 hidden characters waiting to be unleashed!",https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Cardinal_Syn_Coverart.png/220px-Cardinal_Syn_Coverart.png
