title,released,gf_score,metascore,genre,description,cover_art_url
Word Logic by Powgi,2016-08-18,,,Puzzle,"Six logic-based word puzzle types with 120 puzzles each. Includes Kriss Kross word-fitting grids, Ladders word-transformation chains, Crypto cryptogram quotes, Word Sudoku with letter placement, Gaps for deducing missing letters, and Wordsweeper inspired by Minesweeper. Touch screen controls let you place letters directly on the GamePad. Cross-buy with 3DS version included. 720 puzzles total focused on deduction and wordplay. Sources: - [Word Logic by POWGI (Wii U) - Christ Centered Gamer](https://www.christcenteredgamer.com/reviews/consoles/wii-u/word-logic-by-powgi-wii-u) - [Word Logic by POWGI Review - Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/word_logic_by_powgi) -",https://images.launchbox-app.com/ecbfd130-22dd-46ce-a696-f0b7bea0447c.jpg
Word Party,2015-11-12,,,Word Puzzle,"A word puzzle mini-game collection featuring 28 different challenges for up to five players. Test your vocabulary and spelling skills through word searches, crosswords, anagrams, and unique games like Spelling Bee, Space Blaster, and Word Factory. Play solo or compete with friends using the GamePad and Wii Remotes. Mini-games unlock progressively as you play, offering a variety of word-based challenges set in colorful themed environments with bees, robots, fish, spaceships and more. Perfect for families seeking educational entertainment. Sources: - [Word Party | Wii U download software | Games | Nintendo UK](https://www.nintendo.com/en-gb/Games/Wii-U-download-software/Word-Party-1066939.htm",https://images.launchbox-app.com/b3b5110f-5239-4647-8566-4df1de6257b6.jpg
Word Puzzles by Powgi,2016-02-11,,,Puzzle,"A collection of six classic word puzzle types with 480 challenges total. Solve Word Mazes by linking letters into continuous paths, search for hidden words in One Word grids, build vocabulary chains in Flowers, unscramble overlapping words in Circles, complete mini-crosswords in Crossovers, and untangle three-way anagrams in Mixups. Touch-screen controls make solving intuitive, while amiibo support generates special bonus puzzles. Each puzzle type offers 80 brain-teasing challenges ranging from relaxing to fiendishly difficult. Sources: - [Word Puzzles by POWGI for Wii U - Nintendo Game Details](https://www.nintendo.com/games/detail/word-puzzles-by-powgi-wii-u/) - [Word Puzzles by POWGI Rev",https://images.launchbox-app.com/d74167c4-1b59-46eb-a481-086f7fbccde5.png
Word Search by Powgi,2015-04-16,,,Puzzle,"A classic word search puzzle game featuring over 300 puzzles across 27 themed categories. Find hidden words in letter grids by selecting them with the GamePad's touch screen or Wii Remote. Supports up to five players for cooperative or competitive puzzle-solving. Play entirely on the GamePad without a TV. Each completed puzzle reveals a fun fact related to its theme. Simple, straightforward word-finding gameplay ideal for vocabulary practice and casual gaming sessions. Includes diverse categories ranging from animals and geography to pop culture and science. Sources: - [Word Search by POWGI (Wii U eShop)- Review – Seafoam Gaming](https://seafoamgaming.com/2015/05/16/word-search-by-powgi-wii",https://images.launchbox-app.com/4a967a65-8ff4-49d8-bef1-025c823ad3b6.png
Xenoblade Chronicles X,2015-12-04,4.35,84,Role-Playing,"Xenoblade Chronicles X is an open world action role-playing video game developed by Monolith Soft and published by Nintendo for the Wii U home video game console in 2015. Xenoblade Chronicles X forms part of the Xenometa series, being a spiritual successor to Xenoblade Chronicles without any narrative connections to prior Xeno titles. Carrying over several gameplay elements from Xenoblade Chronicles, players explore the open world planet Mira, completing a variety of quests and unlocking new regions to explore and gather resources from across Mira's five continents.",https://images.launchbox-app.com/64a5ba3e-acd8-4bea-a020-d1b9b7734d06.jpg
Xeodrifter,2015-09-01,,,Metroidvania,"Explore alien planets and blast your way through this retro-inspired sci-fi adventure. As a lone explorer searching for a mysterious power, you'll navigate procedurally-connected worlds, battle bizarre bosses, and upgrade your abilities to reach new areas. Xeodrifter delivers classic Metroidvania gameplay in a compact package, featuring pixel-perfect platforming, intense shoot-em-up action, and multiple planets to explore. Defeat massive guardians to collect valuable upgrades that enhance your weapon and movement abilities, then use your new powers to access previously unreachable locations.",
XType Plus,2014-07-31,,,Shoot 'Em Up,"A vertical shoot 'em up with twin-stick controls where you defend against endless waves of procedurally generated enemies. Features two game modes: Classic Mode offers zen-like survival gameplay, while Plus Mode adds faster movement, EMP bombs, and a time-based challenge where destroying bosses extends your survival counter. Each boss encounter is procedurally generated, ensuring no two battles are identical. Developed using HTML5 and the Nintendo Web Framework by PhobosLab. Sources: - [XType Plus Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/xtype_plus) - [XType Plus – an HTML5 Game for the Nintendo Wii U](https://phoboslab.org/log/2014/07/xtype-plus",https://images.launchbox-app.com/9e59de8d-655b-4784-b259-8368fb3b50f3.jpg
Year Walk,2016-09-22,,,Adventure,"Step into a haunting Swedish folklore experience where ancient myths come alive. This atmospheric first-person adventure challenges you to brave the mysterious ritual of Year Walking, venturing into a dark winter night to glimpse the future. Explore a beautifully eerie 2D landscape filled with cryptic puzzles, supernatural encounters, and deeply unsettling creatures drawn from Nordic mythology. Every interaction reveals fragments of forgotten traditions and strange phenomena. The minimalist art style and ambient soundscape create a uniquely disturbing atmosphere as you piece together the rules governing this otherworldly journey.",https://images.launchbox-app.com/722b9b66-38ad-4783-b337-633d3d8b0e52.jpg
Yoshi's Woolly World,2015-10-16,4.11,78,Action,"Yoshi's Woolly World is a side-scrolling platformer video game developed by Good-Feel and published by Nintendo for the Wii U. The game is the seventh main entry in the Yoshi series of games, the first home console title in the series since 1997's Yoshi's Story, as well as the spiritual successor to 2010's Kirby's Epic Yarn.The game was released worldwide throughout 2015. A port for the Nintendo 3DS, known as Poochy & Yoshi's Woolly World, was released worldwide in early 2017.",https://images.launchbox-app.com/9d11ecad-8240-4adf-ba4c-02753dad17ad.jpg
Your Shape - Fitness Evolved 2013,2012-11-18,,,Fitness,"Step into your personal fitness center with Your Shape: Fitness Evolved 2013, bringing Ubisoft's acclaimed motion-controlled workout series to Wii U. Using advanced camera tracking technology, the game scans your body and delivers personalized fitness programs tailored to your goals. Choose from over 125 workout routines spanning cardio boxing, dance classes, yoga, strength training, and boot camp exercises. The GamePad serves as your personal trainer, displaying real-time feedback and form corrections while you exercise. Challenge friends in competitive fitness games, unlock achievements as you progress, and track your fitness journey with detailed statistics.",
ZaciSa's Last Stand,2014-10-30,,,Tower Defense,"Defend your base against relentless waves of demons in this chaotic tower defense shooter. As the last line of defense, you must strategically place defensive structures while directly controlling your character to blast away hordes of enemies. Combine strategic tower placement with frantic twin-stick shooting action as demons pour in from all directions. Upgrade your defenses, unlock powerful weapons, and master the balance between building your fortress and jumping into the fray yourself. With its blend of tactical planning and arcade-style combat, every wave becomes an intense test of multitasking and quick reflexes. Can you survive the onslaught and make your last stand count?",https://images.launchbox-app.com/9f016cb5-f838-4c5f-b1f8-796bb17e71fe.png
ZEN Pinball 2,2013-03-21,3.6,71,Action,"Zen Pinball 2 is a pinball video game developed by Zen Studios for the Wii U, PlayStation 3, PlayStation 4, Android, and PlayStation Vita. The game was announced on April 9, 2012. The first PlayStation versions were released on September 4, 2012 in North America and September 5 in Europe while the Wii U version was released on March 21, 2013 in North America and January 31, 2013 in Europe.",https://images.launchbox-app.com/3af967a8-d646-4f3f-90e2-e12333d18b52.png
